unit_id,approval_id,project_id,approval_status,outcome,approved_area_m2,area_m2,DKMJ,stratum,cluster,spatial_cluster,neighbors,neighbor_unit_ids,x,y,quality_score,baseline_risk_score,risk_score,review_penalty,rule_eval_count,rule_hit_count,critical_rule_hit_count,high_rule_hit_count,review_task_count,open_review_count,completed_review_count,supplement_required_review_count,confirmed_violation_count,propensity_score,evidence_weight,synthetic,not_for_production,data_role,source_path,region_code,period,time_index,scenario_id,split,action_type,counterfactual_group,treatment_effect,baseline_state_score,next_state_score,constraint_risk_delta,planning_utility_delta,uncertainty,action_mask_allowed,action_mask_required_reviews,action_mask_hard_blocks,action_mask_policy
TWM-SYN-T-0040,APR-TWM-SYN-T-0040,PRJ-TWM-SYN-T-0040,approved,0.49156,19662.119,19662.119,19662.119,SYN-R01:township_0,syn_component_r01_t02_c00,syn_component_r01_t02_c00,TWM-SYN-C-0040,TWM-SYN-C-0040,106.181,29.337,0.805,0.37,0.37,0.08,4,1,0,1,2,0,1,1,0,0.5,0.82,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+0,2,scenario_protect_2,train,protect,pair_0040,0.055,0.433,0.49156,-0.06,0.08208,0.08,True,,,mixed_risk_protect_allowed
TWM-SYN-C-0041,APR-TWM-SYN-C-0041,PRJ-TWM-SYN-C-0041,in_review,0.47016,0.0,57757.611,57757.611,SYN-R01:township_1,syn_component_r01_t02_c01,syn_component_r01_t02_c01,TWM-SYN-T-0041,TWM-SYN-T-0041,106.192,29.34,0.79,0.22,0.22,0.1,4,1,0,0,2,0,1,1,0,0.5,0.794,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+0,2,scenario_protect_2,train,restore,pair_0041,0.039,0.4648,0.47016,-0.018,0.02376,0.106,False,restoration_high_risk_phasing_review,,mixed_risk_restore_blocked
TWM-SYN-T-0041,APR-TWM-SYN-T-0041,PRJ-TWM-SYN-T-0041,approved,0.50916,57757.611,57757.611,57757.611,SYN-R01:township_1,syn_component_r01_t02_c01,syn_component_r01_t02_c01,TWM-SYN-C-0041,TWM-SYN-C-0041,106.193,29.341,0.79,0.22,0.22,0.1,4,1,0,0,2,0,1,1,0,0.5,0.794,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+0,2,scenario_protect_2,train,restore,pair_0041,0.039,0.4648,0.50916,-0.018,0.02376,0.106,False,restoration_high_risk_phasing_review,,mixed_risk_restore_blocked
TWM-SYN-C-0042,APR-TWM-SYN-C-0042,PRJ-TWM-SYN-C-0042,in_review,0.44576,0.0,172245.348,172245.348,SYN-R01:township_2,syn_component_r01_t02_c02,syn_component_r01_t02_c02,TWM-SYN-T-0042,TWM-SYN-T-0042,106.204,29.344,0.775,0.32,0.32,0.04,4,1,0,0,2,0,1,0,0,0.5,0.789,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+0,2,scenario_protect_2,train,approve_with_conditions,pair_0042,0.036,0.4416,0.44576,-0.01,0.02692,0.111,True,conditional_approval_monitoring,,mixed_risk_allowed_with_conditions
TWM-SYN-T-0042,APR-TWM-SYN-T-0042,PRJ-TWM-SYN-T-0042,approved,0.48176,172245.348,172245.348,172245.348,SYN-R01:township_2,syn_component_r01_t02_c02,syn_component_r01_t02_c02,TWM-SYN-C-0042,TWM-SYN-C-0042,106.205,29.345,0.775,0.32,0.32,0.04,4,1,0,0,2,0,1,0,0,0.5,0.789,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+0,2,scenario_protect_2,train,approve_with_conditions,pair_0042,0.036,0.4416,0.48176,-0.01,0.02692,0.111,True,conditional_approval_monitoring,,mixed_risk_allowed_with_conditions
TWM-SYN-C-0043,APR-TWM-SYN-C-0043,PRJ-TWM-SYN-C-0043,in_review,0.46776,0.0,81089.947,81089.947,SYN-R01:township_0,syn_component_r01_t02_c03,syn_component_r01_t02_c03,TWM-SYN-T-0043,TWM-SYN-T-0043,106.216,29.348,0.76,0.22,0.22,0.06,4,1,0,0,2,0,1,0,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+0,2,scenario_protect_2,train,defer_review,pair_0043,0.009,0.4624,0.46776,0.02,-0.018,0.16,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-T-0043,APR-TWM-SYN-T-0043,PRJ-TWM-SYN-T-0043,approved,0.47676,81089.947,81089.947,81089.947,SYN-R01:township_0,syn_component_r01_t02_c03,syn_component_r01_t02_c03,TWM-SYN-C-0043,TWM-SYN-C-0043,106.217,29.349,0.76,0.22,0.22,0.06,4,1,0,0,2,0,1,0,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+0,2,scenario_protect_2,train,defer_review,pair_0043,0.009,0.4624,0.47676,0.02,-0.018,0.16,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-C-0044,APR-TWM-SYN-C-0044,PRJ-TWM-SYN-C-0044,in_review,0.45912,0.0,16745.865,16745.865,SYN-R01:township_0,syn_component_r01_t03_c00,syn_component_r01_t03_c00,TWM-SYN-T-0044,TWM-SYN-T-0044,106.18,29.354,0.81,0.24,0.24,0.1,4,1,0,0,2,0,1,1,0,0.5,0.805,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q4+0,3,scenario_restore_0,train,protect,pair_0044,0.033,0.462,0.45912,-0.024,0.01952,0.095,False,protection_boundary_conflict_review,,mixed_risk_protect_blocked
TWM-SYN-T-0044,APR-TWM-SYN-T-0044,PRJ-TWM-SYN-T-0044,approved,0.49212,16745.865,16745.865,16745.865,SYN-R01:township_0,syn_component_r01_t03_c00,syn_component_r01_t03_c00,TWM-SYN-C-0044,TWM-SYN-C-0044,106.181,29.355,0.81,0.24,0.24,0.1,4,1,0,0,2,0,1,1,0,0.5,0.805,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q4+0,3,scenario_restore_0,train,protect,pair_0044,0.033,0.462,0.49212,-0.024,0.01952,0.095,False,protection_boundary_conflict_review,,mixed_risk_protect_blocked
TWM-SYN-C-0045,APR-TWM-SYN-C-0045,PRJ-TWM-SYN-C-0045,in_review,0.429152,0.0,8588.861,8588.861,SYN-R01:township_1,syn_component_r01_t03_c01,syn_component_r01_t03_c01,TWM-SYN-T-0045,TWM-SYN-T-0045,106.192,29.358,0.795,0.364,0.364,0.04,4,1,0,1,2,0,1,0,0,0.5,0.821,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q4+0,3,scenario_restore_0,train,restore,pair_0045,0.065,0.43352,0.429152,-0.054,0.090392,0.079,True,,,mixed_risk_restore_allowed
TWM-SYN-T-0045,APR-TWM-SYN-T-0045,PRJ-TWM-SYN-T-0045,approved,0.494152,8588.861,8588.861,8588.861,SYN-R01:township_1,syn_component_r01_t03_c01,syn_component_r01_t03_c01,TWM-SYN-C-0045,TWM-SYN-C-0045,106.193,29.359,0.795,0.364,0.364,0.04,4,1,0,1,2,0,1,0,0,0.5,0.821,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q4+0,3,scenario_restore_0,train,restore,pair_0045,0.065,0.43352,0.494152,-0.054,0.090392,0.079,True,,,mixed_risk_restore_allowed
TWM-SYN-C-0046,APR-TWM-SYN-C-0046,PRJ-TWM-SYN-C-0046,in_review,0.45672,0.0,172245.348,172245.348,SYN-R01:township_2,syn_component_r01_t03_c02,syn_component_r01_t03_c02,TWM-SYN-T-0046,TWM-SYN-T-0046,106.204,29.362,0.78,0.24,0.24,0.06,4,1,0,0,2,0,1,0,0,0.5,0.795,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q4+0,3,scenario_restore_0,train,approve_with_conditions,pair_0046,0.038,0.4596,0.45672,-0.01,0.02976,0.105,False,mixed_risk_condition_review,,mixed_risk_blocked_condition_review
TWM-SYN-T-0046,APR-TWM-SYN-T-0046,PRJ-TWM-SYN-T-0046,approved,0.49472,172245.348,172245.348,172245.348,SYN-R01:township_2,syn_component_r01_t03_c02,syn_component_r01_t03_c02,TWM-SYN-C-0046,TWM-SYN-C-0046,106.205,29.363,0.78,0.24,0.24,0.06,4,1,0,0,2,0,1,0,0,0.5,0.795,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q4+0,3,scenario_restore_0,train,approve_with_conditions,pair_0046,0.038,0.4596,0.49472,-0.01,0.02976,0.105,False,mixed_risk_condition_review,,mixed_risk_blocked_condition_review
TWM-SYN-C-0047,APR-TWM-SYN-C-0047,PRJ-TWM-SYN-C-0047,in_review,0.456912,0.0,32500.694,32500.694,SYN-R01:township_0,syn_component_r01_t03_c03,syn_component_r01_t03_c03,TWM-SYN-T-0047,TWM-SYN-T-0047,106.216,29.366,0.765,0.234,0.234,0.08,4,1,0,0,2,0,1,1,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q4+0,3,scenario_restore_0,train,defer_review,pair_0047,0.011,0.45972,0.456912,0.02,-0.016288,0.154,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-T-0047,APR-TWM-SYN-T-0047,PRJ-TWM-SYN-T-0047,approved,0.467912,32500.694,32500.694,32500.694,SYN-R01:township_0,syn_component_r01_t03_c03,syn_component_r01_t03_c03,TWM-SYN-C-0047,TWM-SYN-C-0047,106.217,29.367,0.765,0.234,0.234,0.08,4,1,0,0,2,0,1,1,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q4+0,3,scenario_restore_0,train,defer_review,pair_0047,0.011,0.45972,0.467912,0.02,-0.016288,0.154,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-C-0048,APR-TWM-SYN-C-0048,PRJ-TWM-SYN-C-0048,in_review,0.460272,0.0,12905.172,12905.172,SYN-R01:township_0,syn_component_r01_t04_c00,syn_component_r01_t04_c00,TWM-SYN-T-0048,TWM-SYN-T-0048,106.18,29.372,0.815,0.254,0.254,0.04,4,1,0,0,2,0,1,0,0,0.5,0.802,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+1,4,scenario_approve_with_conditions_1,validation,protect,pair_0048,0.031,0.45932,0.460272,-0.024,0.017712,0.098,True,,,low_risk_allowed
TWM-SYN-T-0048,APR-TWM-SYN-T-0048,PRJ-TWM-SYN-T-0048,approved,0.491272,12905.172,12905.172,12905.172,SYN-R01:township_0,syn_component_r01_t04_c00,syn_component_r01_t04_c00,TWM-SYN-C-0048,TWM-SYN-C-0048,106.181,29.373,0.815,0.254,0.254,0.04,4,1,0,0,2,0,1,0,0,0.5,0.802,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+1,4,scenario_approve_with_conditions_1,validation,protect,pair_0048,0.031,0.45932,0.491272,-0.024,0.017712,0.098,True,,,low_risk_allowed
TWM-SYN-C-0049,APR-TWM-SYN-C-0049,PRJ-TWM-SYN-C-0049,in_review,0.460464,0.0,120937.571,120937.571,SYN-R01:township_1,syn_component_r01_t04_c01,syn_component_r01_t04_c01,TWM-SYN-T-0049,TWM-SYN-T-0049,106.192,29.376,0.8,0.248,0.248,0.06,4,1,0,0,2,0,1,0,0,0.5,0.797,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+1,4,scenario_approve_with_conditions_1,validation,restore,pair_0049,0.039,0.45944,0.460464,-0.018,0.023664,0.103,True,,,low_risk_allowed
TWM-SYN-T-0049,APR-TWM-SYN-T-0049,PRJ-TWM-SYN-T-0049,approved,0.499464,120937.571,120937.571,120937.571,SYN-R01:township_1,syn_component_r01_t04_c01,syn_component_r01_t04_c01,TWM-SYN-C-0049,TWM-SYN-C-0049,106.193,29.377,0.8,0.248,0.248,0.06,4,1,0,0,2,0,1,0,0,0.5,0.797,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+1,4,scenario_approve_with_conditions_1,validation,restore,pair_0049,0.039,0.45944,0.499464,-0.018,0.023664,0.103,True,,,low_risk_allowed
TWM-SYN-C-0050,APR-TWM-SYN-C-0050,PRJ-TWM-SYN-C-0050,in_review,0.457872,0.0,172245.348,172245.348,SYN-R01:township_2,syn_component_r01_t04_c02,syn_component_r01_t04_c02,TWM-SYN-T-0050,TWM-SYN-T-0050,106.204,29.38,0.785,0.254,0.254,0.08,4,1,0,0,2,0,1,1,0,0.5,0.813,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+1,4,scenario_approve_with_conditions_1,validation,approve_with_conditions,pair_0050,0.06,0.45692,0.457872,-0.046,0.093472,0.087,True,,,low_risk_allowed
TWM-SYN-T-0050,APR-TWM-SYN-T-0050,PRJ-TWM-SYN-T-0050,approved,0.517872,172245.348,172245.348,172245.348,SYN-R01:township_2,syn_component_r01_t04_c02,syn_component_r01_t04_c02,TWM-SYN-C-0050,TWM-SYN-C-0050,106.205,29.381,0.785,0.254,0.254,0.08,4,1,0,0,2,0,1,1,0,0.5,0.813,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+1,4,scenario_approve_with_conditions_1,validation,approve_with_conditions,pair_0050,0.06,0.45692,0.517872,-0.046,0.093472,0.087,True,,,low_risk_allowed
TWM-SYN-C-0051,APR-TWM-SYN-C-0051,PRJ-TWM-SYN-C-0051,in_review,0.458064,0.0,96078.082,96078.082,SYN-R01:township_0,syn_component_r01_t04_c03,syn_component_r01_t04_c03,TWM-SYN-T-0051,TWM-SYN-T-0051,106.216,29.384,0.77,0.248,0.248,0.1,4,1,0,0,2,0,1,1,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+1,4,scenario_approve_with_conditions_1,validation,defer_review,pair_0051,0.009,0.45704,0.458064,0.02,-0.018576,0.157,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-T-0051,APR-TWM-SYN-T-0051,PRJ-TWM-SYN-T-0051,approved,0.467064,96078.082,96078.082,96078.082,SYN-R01:township_0,syn_component_r01_t04_c03,syn_component_r01_t04_c03,TWM-SYN-C-0051,TWM-SYN-C-0051,106.217,29.385,0.77,0.248,0.248,0.1,4,1,0,0,2,0,1,1,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q1+1,4,scenario_approve_with_conditions_1,validation,defer_review,pair_0051,0.009,0.45704,0.467064,0.02,-0.018576,0.157,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-C-0052,APR-TWM-SYN-C-0052,PRJ-TWM-SYN-C-0052,in_review,0.461424,0.0,17990.579,17990.579,SYN-R01:township_0,syn_component_r01_t05_c00,syn_component_r01_t05_c00,TWM-SYN-T-0052,TWM-SYN-T-0052,106.18,29.39,0.82,0.268,0.268,0.06,4,1,0,0,2,0,1,0,0,0.5,0.82,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+1,5,scenario_protect_2,validation,protect,pair_0052,0.057,0.45664,0.461424,-0.06,0.085424,0.08,True,,,low_risk_allowed
TWM-SYN-T-0052,APR-TWM-SYN-T-0052,PRJ-TWM-SYN-T-0052,approved,0.518424,17990.579,17990.579,17990.579,SYN-R01:township_0,syn_component_r01_t05_c00,syn_component_r01_t05_c00,TWM-SYN-C-0052,TWM-SYN-C-0052,106.181,29.391,0.82,0.268,0.268,0.06,4,1,0,0,2,0,1,0,0,0.5,0.82,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+1,5,scenario_protect_2,validation,protect,pair_0052,0.057,0.45664,0.518424,-0.06,0.085424,0.08,True,,,low_risk_allowed
TWM-SYN-C-0053,APR-TWM-SYN-C-0053,PRJ-TWM-SYN-C-0053,in_review,0.461616,0.0,10372.216,10372.216,SYN-R01:township_1,syn_component_r01_t05_c01,syn_component_r01_t05_c01,TWM-SYN-T-0053,TWM-SYN-T-0053,106.192,29.394,0.805,0.262,0.262,0.08,4,1,0,0,2,0,1,1,0,0.5,0.794,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+1,5,scenario_protect_2,validation,restore,pair_0053,0.041,0.45676,0.461616,-0.018,0.025376,0.106,False,restoration_high_risk_phasing_review,,mixed_risk_restore_blocked
TWM-SYN-T-0053,APR-TWM-SYN-T-0053,PRJ-TWM-SYN-T-0053,approved,0.502616,10372.216,10372.216,10372.216,SYN-R01:township_1,syn_component_r01_t05_c01,syn_component_r01_t05_c01,TWM-SYN-C-0053,TWM-SYN-C-0053,106.193,29.395,0.805,0.262,0.262,0.08,4,1,0,0,2,0,1,1,0,0.5,0.794,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+1,5,scenario_protect_2,validation,restore,pair_0053,0.041,0.45676,0.502616,-0.018,0.025376,0.106,False,restoration_high_risk_phasing_review,,mixed_risk_restore_blocked
TWM-SYN-C-0054,APR-TWM-SYN-C-0054,PRJ-TWM-SYN-C-0054,in_review,0.459024,0.0,125951.158,125951.158,SYN-R01:township_2,syn_component_r01_t05_c02,syn_component_r01_t05_c02,TWM-SYN-T-0054,TWM-SYN-T-0054,106.204,29.398,0.79,0.268,0.268,0.1,4,1,0,0,2,0,1,1,0,0.5,0.789,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+1,5,scenario_protect_2,validation,approve_with_conditions,pair_0054,0.038,0.45424,0.459024,-0.01,0.029184,0.111,False,mixed_risk_condition_review,,mixed_risk_blocked_condition_review
TWM-SYN-T-0054,APR-TWM-SYN-T-0054,PRJ-TWM-SYN-T-0054,approved,0.497024,125951.158,125951.158,125951.158,SYN-R01:township_2,syn_component_r01_t05_c02,syn_component_r01_t05_c02,TWM-SYN-C-0054,TWM-SYN-C-0054,106.205,29.399,0.79,0.268,0.268,0.1,4,1,0,0,2,0,1,1,0,0.5,0.789,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+1,5,scenario_protect_2,validation,approve_with_conditions,pair_0054,0.038,0.45424,0.497024,-0.01,0.029184,0.111,False,mixed_risk_condition_review,,mixed_risk_blocked_condition_review
TWM-SYN-C-0055,APR-TWM-SYN-C-0055,PRJ-TWM-SYN-C-0055,in_review,0.459216,0.0,52330.544,52330.544,SYN-R01:township_0,syn_component_r01_t05_c03,syn_component_r01_t05_c03,TWM-SYN-T-0055,TWM-SYN-T-0055,106.216,29.402,0.775,0.262,0.262,0.04,4,1,0,0,2,0,1,0,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+1,5,scenario_protect_2,validation,defer_review,pair_0055,0.011,0.45436,0.459216,0.02,-0.016384,0.16,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-T-0055,APR-TWM-SYN-T-0055,PRJ-TWM-SYN-T-0055,approved,0.470216,52330.544,52330.544,52330.544,SYN-R01:township_0,syn_component_r01_t05_c03,syn_component_r01_t05_c03,TWM-SYN-C-0055,TWM-SYN-C-0055,106.217,29.403,0.775,0.262,0.262,0.04,4,1,0,0,2,0,1,0,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q2+1,5,scenario_protect_2,validation,defer_review,pair_0055,0.011,0.45436,0.470216,0.02,-0.016384,0.16,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-C-0056,APR-TWM-SYN-C-0056,PRJ-TWM-SYN-C-0056,in_review,0.450576,0.0,78319.316,78319.316,SYN-R01:township_0,syn_component_r01_t06_c00,syn_component_r01_t06_c00,TWM-SYN-T-0056,TWM-SYN-T-0056,106.18,29.408,0.825,0.282,0.282,0.08,4,1,0,0,2,1,1,1,0,0.5,0.805,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+1,6,scenario_restore_0,test,protect,pair_0056,0.031,0.45396,0.450576,-0.024,0.017136,0.095,False,protection_boundary_conflict_review,,mixed_risk_protect_blocked
TWM-SYN-T-0056,APR-TWM-SYN-T-0056,PRJ-TWM-SYN-T-0056,approved,0.481576,78319.316,78319.316,78319.316,SYN-R01:township_0,syn_component_r01_t06_c00,syn_component_r01_t06_c00,TWM-SYN-C-0056,TWM-SYN-C-0056,106.181,29.409,0.825,0.282,0.282,0.08,4,1,0,0,2,1,1,1,0,0.5,0.805,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+1,6,scenario_restore_0,test,protect,pair_0056,0.031,0.45396,0.481576,-0.024,0.017136,0.095,False,protection_boundary_conflict_review,,mixed_risk_protect_blocked
TWM-SYN-C-0057,APR-TWM-SYN-C-0057,PRJ-TWM-SYN-C-0057,in_review,0.450768,0.0,168541.147,168541.147,SYN-R01:township_1,syn_component_r01_t06_c01,syn_component_r01_t06_c01,TWM-SYN-T-0057,TWM-SYN-T-0057,106.192,29.412,0.81,0.276,0.276,0.1,4,1,0,0,2,1,1,1,0,0.5,0.821,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+1,6,scenario_restore_0,test,restore,pair_0057,0.063,0.45408,0.450768,-0.054,0.089088,0.079,True,,,low_risk_allowed
TWM-SYN-T-0057,APR-TWM-SYN-T-0057,PRJ-TWM-SYN-T-0057,approved,0.513768,168541.147,168541.147,168541.147,SYN-R01:township_1,syn_component_r01_t06_c01,syn_component_r01_t06_c01,TWM-SYN-C-0057,TWM-SYN-C-0057,106.193,29.413,0.81,0.276,0.276,0.1,4,1,0,0,2,1,1,1,0,0.5,0.821,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+1,6,scenario_restore_0,test,restore,pair_0057,0.063,0.45408,0.513768,-0.054,0.089088,0.079,True,,,low_risk_allowed
TWM-SYN-C-0058,APR-TWM-SYN-C-0058,PRJ-TWM-SYN-C-0058,in_review,0.448176,0.0,40354.701,40354.701,SYN-R01:township_2,syn_component_r01_t06_c02,syn_component_r01_t06_c02,TWM-SYN-T-0058,TWM-SYN-T-0058,106.204,29.416,0.795,0.282,0.282,0.04,4,1,0,0,2,1,1,0,0,0.5,0.795,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+1,6,scenario_restore_0,test,approve_with_conditions,pair_0058,0.036,0.45156,0.448176,-0.01,0.027376,0.105,True,,,low_risk_allowed
TWM-SYN-T-0058,APR-TWM-SYN-T-0058,PRJ-TWM-SYN-T-0058,approved,0.484176,40354.701,40354.701,40354.701,SYN-R01:township_2,syn_component_r01_t06_c02,syn_component_r01_t06_c02,TWM-SYN-C-0058,TWM-SYN-C-0058,106.205,29.417,0.795,0.282,0.282,0.04,4,1,0,0,2,1,1,0,0,0.5,0.795,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+1,6,scenario_restore_0,test,approve_with_conditions,pair_0058,0.036,0.45156,0.484176,-0.01,0.027376,0.105,True,,,low_risk_allowed
TWM-SYN-C-0059,APR-TWM-SYN-C-0059,PRJ-TWM-SYN-C-0059,in_review,0.448368,0.0,27632.519,27632.519,SYN-R01:township_0,syn_component_r01_t06_c03,syn_component_r01_t06_c03,TWM-SYN-T-0059,TWM-SYN-T-0059,106.216,29.42,0.78,0.276,0.276,0.06,4,1,0,0,2,1,1,0,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+1,6,scenario_restore_0,test,defer_review,pair_0059,0.009,0.45168,0.448368,0.02,-0.018672,0.154,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-T-0059,APR-TWM-SYN-T-0059,PRJ-TWM-SYN-T-0059,approved,0.457368,27632.519,27632.519,27632.519,SYN-R01:township_0,syn_component_r01_t06_c03,syn_component_r01_t06_c03,TWM-SYN-C-0059,TWM-SYN-C-0059,106.217,29.421,0.78,0.276,0.276,0.06,4,1,0,0,2,1,1,0,0,0.5,0.75,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q3+1,6,scenario_restore_0,test,defer_review,pair_0059,0.009,0.45168,0.457368,0.02,-0.018672,0.154,False,synthetic_defer_review,,defer_review_always_review
TWM-SYN-C-0060,APR-TWM-SYN-C-0060,PRJ-TWM-SYN-C-0060,in_review,0.451728,0.0,80383.238,80383.238,SYN-R01:township_0,syn_component_r01_t07_c00,syn_component_r01_t07_c00,TWM-SYN-T-0060,TWM-SYN-T-0060,106.18,29.426,0.83,0.296,0.296,0.1,4,1,0,0,2,1,1,1,0,0.5,0.802,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q4+1,7,scenario_approve_with_conditions_1,test,protect,pair_0060,0.033,0.45128,0.451728,-0.024,0.018848,0.098,True,,,low_risk_allowed
TWM-SYN-T-0060,APR-TWM-SYN-T-0060,PRJ-TWM-SYN-T-0060,approved,0.484728,80383.238,80383.238,80383.238,SYN-R01:township_0,syn_component_r01_t07_c00,syn_component_r01_t07_c00,TWM-SYN-C-0060,TWM-SYN-C-0060,106.181,29.427,0.83,0.296,0.296,0.1,4,1,0,0,2,1,1,1,0,0.5,0.802,True,True,synthetic_experiment_foundation,/Users/zhouning/gisdataagent/data_agent/test_data/twm_bishan_multi_admin_eval,SYN-R01,2026Q4+1,7,scenario_approve_with_conditions_1,test,protect,pair_0060,0.033,0.45128,0.484728,-0.024,0.018848,0.098,True,,,low_risk_allowed
