node_id,label,biz_id,name,properties
approvalsupply:APPS000100,ApprovalSupply,APPS000100,ApprovalSupply-APPS000100,"{""approval_date"": ""2025-05-23"", ""approval_supply_id"": ""APPS000100"", ""area_mu"": 468.19, ""bp_guid"": ""BP-00000100"", ""dzjgh"": ""DZJGH-06-00000100"", ""flowsn"": ""FLOW-06-00000100"", ""gd_guid"": ""GD-00000100"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000100"", ""project_name"": ""示范重大项目V-0100"", ""stage"": ""approval_supply"", ""stage_name"": ""批供关联"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000100"", ""zdxmbh"": ""ZDXM-000100""}"
landsupply:SUP000100,LandSupply,SUP000100,LandSupply-SUP000100,"{""approval_date"": ""2025-06-15"", ""area_mu"": 402.66, ""dzjgh"": ""DZJGH-07-00000100"", ""flowsn"": ""FLOW-07-00000100"", ""gd_guid"": ""GD-00000100"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_supply_id"": ""SUP000100"", ""profile"": ""small_dev"", ""project_id"": ""MP000100"", ""project_name"": ""示范重大项目V-0100"", ""stage"": ""land_supply"", ""stage_name"": ""土地供应"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000100"", ""zdxmbh"": ""ZDXM-000100""}"
landusepermit:LUP000100,LandUsePermit,LUP000100,LandUsePermit-LUP000100,"{""approval_date"": ""2025-07-08"", ""area_mu"": 323.46, ""dzjgh"": ""DZJGH-08-00000100"", ""flowsn"": ""FLOW-08-00000100"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_use_permit_id"": ""LUP000100"", ""profile"": ""small_dev"", ""project_id"": ""MP000100"", ""project_name"": ""示范重大项目V-0100"", ""stage"": ""land_use_permit"", ""stage_name"": ""建设用地规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""ygdzjgh"": ""DZJGH-08-00000100"", ""zdxm_sec"": ""SEC-0604-00000100"", ""zdxmbh"": ""ZDXM-000100""}"
constructionpermit:CP000100,ConstructionPermit,CP000100,ConstructionPermit-CP000100,"{""approval_date"": ""2025-07-31"", ""area_mu"": 447.01, ""construction_permit_id"": ""CP000100"", ""dzjgh"": ""DZJGH-09-00000100"", ""flowsn"": ""FLOW-09-00000100"", ""generator_version"": ""major_project_synthetic_core_v1"", ""ggdzjgh"": ""DZJGH-09-00000100"", ""profile"": ""small_dev"", ""project_id"": ""MP000100"", ""project_name"": ""示范重大项目V-0100"", ""stage"": ""construction_permit"", ""stage_name"": ""建设工程规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000100"", ""zdxmbh"": ""ZDXM-000100""}"
verification:VER000100,Verification,VER000100,Verification-VER000100,"{""approval_date"": ""2025-08-23"", ""area_mu"": 322.31, ""dzjgh"": ""DZJGH-10-00000100"", ""flowsn"": ""FLOW-10-00000100"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000100"", ""project_name"": ""示范重大项目V-0100"", ""stage"": ""verification"", ""stage_name"": ""规划核实"", ""status"": ""待整改"", ""synthetic_seed"": 20260604, ""verification_id"": ""VER000100"", ""verification_no"": ""VER-NO-00000100"", ""zdxm_sec"": ""SEC-0604-00000100"", ""zdxmbh"": ""ZDXM-000100""}"
parcel:PARCEL000100,Parcel,PARCEL000100,Parcel-PARCEL000100,"{""area_mu"": 417.89, ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.000000 31.400000, 118.005000 31.400000, 118.005000 31.405000, 118.000000 31.405000, 118.000000 31.400000))"", ""land_use_type"": ""建设用地"", ""parcel_id"": ""PARCEL000100"", ""profile"": ""small_dev"", ""project_id"": ""MP000100"", ""synthetic_seed"": 20260604}"
project:MP000101,MajorProject,MP000101,示范重大项目W-0101,"{""city"": ""示范省B示范市6"", ""construction_unit"": ""示范建设单位-028"", ""county"": ""示范县6"", ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.020000 31.420000, 118.026000 31.420000, 118.026000 31.426000, 118.020000 31.426000, 118.020000 31.420000))"", ""list_year"": 2023, ""planned_land_area_mu"": 634.37, ""profile"": ""small_dev"", ""project_id"": ""MP000101"", ""project_name"": ""示范重大项目W-0101"", ""project_type"": ""民生"", ""province"": ""示范省B"", ""status"": ""审批中"", ""synthetic_seed"": 20260604, ""total_investment_million"": 3965.7, ""zdxm_sec"": ""SEC-0604-00000101"", ""zdxmbh"": ""ZDXM-000101""}"
landplan:PLAN000101,LandPlan,PLAN000101,LandPlan-PLAN000101,"{""approval_date"": ""2025-02-08"", ""area_mu"": 556.27, ""dzjgh"": ""DZJGH-01-00000101"", ""flowsn"": ""FLOW-01-00000101"", ""generator_version"": ""major_project_synthetic_core_v1"", ""plan_id"": ""PLAN000101"", ""profile"": ""small_dev"", ""project_id"": ""MP000101"", ""project_name"": ""示范重大项目W-0101"", ""stage"": ""land_plan"", ""stage_name"": ""用地计划配置"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000101"", ""zdxmbh"": ""ZDXM-000101""}"
prereview:PRE000101,PreReview,PRE000101,PreReview-PRE000101,"{""approval_date"": ""2025-03-03"", ""area_mu"": 618.17, ""dzjgh"": ""DZJGH-02-00000101"", ""flowsn"": ""FLOW-02-00000101"", ""generator_version"": ""major_project_synthetic_core_v1"", ""pre_review_id"": ""PRE000101"", ""profile"": ""small_dev"", ""project_id"": ""MP000101"", ""project_name"": ""示范重大项目W-0101"", ""stage"": ""pre_review"", ""stage_name"": ""建设项目用地预审"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""xs_dzjgh"": ""DZJGH-02-00000101"", ""zdxm_sec"": ""SEC-0604-00000101"", ""zdxmbh"": ""ZDXM-000101""}"
siteselection:SITE000101,SiteSelection,SITE000101,SiteSelection-SITE000101,"{""approval_date"": ""2025-03-26"", ""area_mu"": 588.29, ""dzjgh"": ""DZJGH-03-00000101"", ""flowsn"": ""FLOW-03-00000101"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000101"", ""project_name"": ""示范重大项目W-0101"", ""site_selection_id"": ""SITE000101"", ""stage"": ""site_selection"", ""stage_name"": ""规划选址"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000101"", ""zdxmbh"": ""ZDXM-000101""}"
conversionexpropriation:CONV000101,ConversionExpropriation,CONV000101,ConversionExpropriation-CONV000101,"{""approval_date"": ""2025-04-18"", ""area_mu"": 651.68, ""conversion_id"": ""CONV000101"", ""dzjgh"": ""DZJGH-04-00000101"", ""flowsn"": ""FLOW-04-00000101"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000101"", ""project_name"": ""示范重大项目W-0101"", ""stage"": ""conversion_expropriation"", ""stage_name"": ""农用地转用和土地征收"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000101"", ""zdxmbh"": ""ZDXM-000101""}"
approvalproject:APPR000101,ApprovalProject,APPR000101,ApprovalProject-APPR000101,"{""approval_date"": ""2025-05-11"", ""approval_project_id"": ""APPR000101"", ""area_mu"": 627.88, ""bp_guid"": ""BP-00000101"", ""dzjgh"": ""DZJGH-05-00000101"", ""flowsn"": ""FLOW-05-00000101"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000101"", ""project_name"": ""示范重大项目W-0101"", ""stage"": ""approval_project"", ""stage_name"": ""建设用地审批项目"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000101"", ""zdxmbh"": ""ZDXM-000101""}"
approvalsupply:APPS000101,ApprovalSupply,APPS000101,ApprovalSupply-APPS000101,"{""approval_date"": ""2025-06-03"", ""approval_supply_id"": ""APPS000101"", ""area_mu"": 542.29, ""bp_guid"": ""BP-00000101"", ""dzjgh"": ""DZJGH-06-00000101"", ""flowsn"": ""FLOW-06-00000101"", ""gd_guid"": ""GD-00000101"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000101"", ""project_name"": ""示范重大项目W-0101"", ""stage"": ""approval_supply"", ""stage_name"": ""批供关联"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000101"", ""zdxmbh"": ""ZDXM-000101""}"
landsupply:SUP000101,LandSupply,SUP000101,LandSupply-SUP000101,"{""approval_date"": ""2025-06-26"", ""area_mu"": 595.29, ""dzjgh"": ""DZJGH-07-00000101"", ""flowsn"": ""FLOW-07-00000101"", ""gd_guid"": ""GD-00000101"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_supply_id"": ""SUP000101"", ""profile"": ""small_dev"", ""project_id"": ""MP000101"", ""project_name"": ""示范重大项目W-0101"", ""stage"": ""land_supply"", ""stage_name"": ""土地供应"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000101"", ""zdxmbh"": ""ZDXM-000101""}"
landusepermit:LUP000101,LandUsePermit,LUP000101,LandUsePermit-LUP000101,"{""approval_date"": ""2025-07-19"", ""area_mu"": 528.98, ""dzjgh"": ""DZJGH-08-00000101"", ""flowsn"": ""FLOW-08-00000101"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_use_permit_id"": ""LUP000101"", ""profile"": ""small_dev"", ""project_id"": ""MP000101"", ""project_name"": ""示范重大项目W-0101"", ""stage"": ""land_use_permit"", ""stage_name"": ""建设用地规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""ygdzjgh"": ""DZJGH-08-00000101"", ""zdxm_sec"": ""SEC-0604-00000101"", ""zdxmbh"": ""ZDXM-000101""}"
constructionpermit:CP000101,ConstructionPermit,CP000101,ConstructionPermit-CP000101,"{""approval_date"": ""2025-08-11"", ""area_mu"": 545.53, ""construction_permit_id"": ""CP000101"", ""dzjgh"": ""DZJGH-09-00000101"", ""flowsn"": ""FLOW-09-00000101"", ""generator_version"": ""major_project_synthetic_core_v1"", ""ggdzjgh"": ""DZJGH-09-00000101"", ""profile"": ""small_dev"", ""project_id"": ""MP000101"", ""project_name"": ""示范重大项目W-0101"", ""stage"": ""construction_permit"", ""stage_name"": ""建设工程规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000101"", ""zdxmbh"": ""ZDXM-000101""}"
verification:VER000101,Verification,VER000101,Verification-VER000101,"{""approval_date"": ""2025-09-03"", ""area_mu"": 605.55, ""dzjgh"": ""DZJGH-10-00000101"", ""flowsn"": ""FLOW-10-00000101"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000101"", ""project_name"": ""示范重大项目W-0101"", ""stage"": ""verification"", ""stage_name"": ""规划核实"", ""status"": ""待整改"", ""synthetic_seed"": 20260604, ""verification_id"": ""VER000101"", ""verification_no"": ""VER-NO-00000101"", ""zdxm_sec"": ""SEC-0604-00000101"", ""zdxmbh"": ""ZDXM-000101""}"
parcel:PARCEL000101,Parcel,PARCEL000101,Parcel-PARCEL000101,"{""area_mu"": 582.3, ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.020000 31.420000, 118.026000 31.420000, 118.026000 31.426000, 118.020000 31.426000, 118.020000 31.420000))"", ""land_use_type"": ""建设用地"", ""parcel_id"": ""PARCEL000101"", ""profile"": ""small_dev"", ""project_id"": ""MP000101"", ""synthetic_seed"": 20260604}"
project:MP000102,MajorProject,MP000102,示范重大项目X-0102,"{""city"": ""示范省A示范市1"", ""construction_unit"": ""示范建设单位-029"", ""county"": ""示范县7"", ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.040000 31.440000, 118.047000 31.440000, 118.047000 31.447000, 118.040000 31.447000, 118.040000 31.440000))"", ""list_year"": 2024, ""planned_land_area_mu"": 99.11, ""profile"": ""small_dev"", ""project_id"": ""MP000102"", ""project_name"": ""示范重大项目X-0102"", ""project_type"": ""民生"", ""province"": ""示范省A"", ""status"": ""建设中"", ""synthetic_seed"": 20260604, ""total_investment_million"": 1480.36, ""zdxm_sec"": ""SEC-0604-00000102"", ""zdxmbh"": ""ZDXM-000102""}"
landplan:PLAN000102,LandPlan,PLAN000102,LandPlan-PLAN000102,"{""approval_date"": ""2025-02-19"", ""area_mu"": 77.74, ""dzjgh"": ""DZJGH-01-00000102"", ""flowsn"": ""FLOW-01-00000102"", ""generator_version"": ""major_project_synthetic_core_v1"", ""plan_id"": ""PLAN000102"", ""profile"": ""small_dev"", ""project_id"": ""MP000102"", ""project_name"": ""示范重大项目X-0102"", ""stage"": ""land_plan"", ""stage_name"": ""用地计划配置"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000102"", ""zdxmbh"": ""ZDXM-000102""}"
prereview:PRE000102,PreReview,PRE000102,PreReview-PRE000102,"{""approval_date"": ""2025-03-14"", ""area_mu"": 74.07, ""dzjgh"": ""DZJGH-02-00000102"", ""flowsn"": ""FLOW-02-00000102"", ""generator_version"": ""major_project_synthetic_core_v1"", ""pre_review_id"": ""PRE000102"", ""profile"": ""small_dev"", ""project_id"": ""MP000102"", ""project_name"": ""示范重大项目X-0102"", ""stage"": ""pre_review"", ""stage_name"": ""建设项目用地预审"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""xs_dzjgh"": ""DZJGH-02-00000102"", ""zdxm_sec"": ""SEC-0604-00000102"", ""zdxmbh"": ""ZDXM-000102""}"
siteselection:SITE000102,SiteSelection,SITE000102,SiteSelection-SITE000102,"{""approval_date"": ""2025-04-06"", ""area_mu"": 94.2, ""dzjgh"": ""DZJGH-03-00000102"", ""flowsn"": ""FLOW-03-00000102"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000102"", ""project_name"": ""示范重大项目X-0102"", ""site_selection_id"": ""SITE000102"", ""stage"": ""site_selection"", ""stage_name"": ""规划选址"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000102"", ""zdxmbh"": ""ZDXM-000102""}"
conversionexpropriation:CONV000102,ConversionExpropriation,CONV000102,ConversionExpropriation-CONV000102,"{""approval_date"": ""2025-04-29"", ""area_mu"": 79.07, ""conversion_id"": ""CONV000102"", ""dzjgh"": ""DZJGH-04-00000102"", ""flowsn"": ""FLOW-04-00000102"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000102"", ""project_name"": ""示范重大项目X-0102"", ""stage"": ""conversion_expropriation"", ""stage_name"": ""农用地转用和土地征收"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000102"", ""zdxmbh"": ""ZDXM-000102""}"
approvalproject:APPR000102,ApprovalProject,APPR000102,ApprovalProject-APPR000102,"{""approval_date"": ""2025-05-22"", ""approval_project_id"": ""APPR000102"", ""area_mu"": 88.16, ""bp_guid"": ""BP-00000102"", ""dzjgh"": ""DZJGH-05-00000102"", ""flowsn"": ""FLOW-05-00000102"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000102"", ""project_name"": ""示范重大项目X-0102"", ""stage"": ""approval_project"", ""stage_name"": ""建设用地审批项目"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000102"", ""zdxmbh"": ""ZDXM-000102""}"
approvalsupply:APPS000102,ApprovalSupply,APPS000102,ApprovalSupply-APPS000102,"{""approval_date"": ""2025-06-14"", ""approval_supply_id"": ""APPS000102"", ""area_mu"": 103.0, ""bp_guid"": ""BP-00000102"", ""dzjgh"": ""DZJGH-06-00000102"", ""flowsn"": ""FLOW-06-00000102"", ""gd_guid"": ""GD-00000102"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000102"", ""project_name"": ""示范重大项目X-0102"", ""stage"": ""approval_supply"", ""stage_name"": ""批供关联"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000102"", ""zdxmbh"": ""ZDXM-000102""}"
landsupply:SUP000102,LandSupply,SUP000102,LandSupply-SUP000102,"{""approval_date"": ""2025-07-07"", ""area_mu"": 84.19, ""dzjgh"": ""DZJGH-07-00000102"", ""flowsn"": ""FLOW-07-00000102"", ""gd_guid"": ""GD-00000102"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_supply_id"": ""SUP000102"", ""profile"": ""small_dev"", ""project_id"": ""MP000102"", ""project_name"": ""示范重大项目X-0102"", ""stage"": ""land_supply"", ""stage_name"": ""土地供应"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000102"", ""zdxmbh"": ""ZDXM-000102""}"
landusepermit:LUP000102,LandUsePermit,LUP000102,LandUsePermit-LUP000102,"{""approval_date"": ""2025-07-30"", ""area_mu"": 85.58, ""dzjgh"": ""DZJGH-08-00000102"", ""flowsn"": ""FLOW-08-00000102"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_use_permit_id"": ""LUP000102"", ""profile"": ""small_dev"", ""project_id"": ""MP000102"", ""project_name"": ""示范重大项目X-0102"", ""stage"": ""land_use_permit"", ""stage_name"": ""建设用地规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""ygdzjgh"": ""DZJGH-08-00000102"", ""zdxm_sec"": ""SEC-0604-00000102"", ""zdxmbh"": ""ZDXM-000102""}"
constructionpermit:CP000102,ConstructionPermit,CP000102,ConstructionPermit-CP000102,"{""approval_date"": ""2025-08-22"", ""area_mu"": 89.37, ""construction_permit_id"": ""CP000102"", ""dzjgh"": ""DZJGH-09-00000102"", ""flowsn"": ""FLOW-09-00000102"", ""generator_version"": ""major_project_synthetic_core_v1"", ""ggdzjgh"": ""DZJGH-09-00000102"", ""profile"": ""small_dev"", ""project_id"": ""MP000102"", ""project_name"": ""示范重大项目X-0102"", ""stage"": ""construction_permit"", ""stage_name"": ""建设工程规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000102"", ""zdxmbh"": ""ZDXM-000102""}"
verification:VER000102,Verification,VER000102,Verification-VER000102,"{""approval_date"": ""2025-09-14"", ""area_mu"": 69.3, ""dzjgh"": ""DZJGH-10-00000102"", ""flowsn"": ""FLOW-10-00000102"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000102"", ""project_name"": ""示范重大项目X-0102"", ""stage"": ""verification"", ""stage_name"": ""规划核实"", ""status"": ""待整改"", ""synthetic_seed"": 20260604, ""verification_id"": ""VER000102"", ""verification_no"": ""VER-NO-00000102"", ""zdxm_sec"": ""SEC-0604-00000102"", ""zdxmbh"": ""ZDXM-000102""}"
parcel:PARCEL000102,Parcel,PARCEL000102,Parcel-PARCEL000102,"{""area_mu"": 106.26, ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.040000 31.440000, 118.047000 31.440000, 118.047000 31.447000, 118.040000 31.447000, 118.040000 31.440000))"", ""land_use_type"": ""未利用地"", ""parcel_id"": ""PARCEL000102"", ""profile"": ""small_dev"", ""project_id"": ""MP000102"", ""synthetic_seed"": 20260604}"
project:MP000103,MajorProject,MP000103,示范重大项目Y-0103,"{""city"": ""示范省C示范市2"", ""construction_unit"": ""示范建设单位-030"", ""county"": ""示范县8"", ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.060000 31.460000, 118.068000 31.460000, 118.068000 31.468000, 118.060000 31.468000, 118.060000 31.460000))"", ""list_year"": 2025, ""planned_land_area_mu"": 1161.05, ""profile"": ""small_dev"", ""project_id"": ""MP000103"", ""project_name"": ""示范重大项目Y-0103"", ""project_type"": ""能源"", ""province"": ""示范省C"", ""status"": ""已供地"", ""synthetic_seed"": 20260604, ""total_investment_million"": 2546.67, ""zdxm_sec"": ""SEC-0604-00000103"", ""zdxmbh"": ""ZDXM-000103""}"
landplan:PLAN000103,LandPlan,PLAN000103,LandPlan-PLAN000103,"{""approval_date"": ""2025-03-02"", ""area_mu"": 849.38, ""dzjgh"": ""DZJGH-01-00000103"", ""flowsn"": ""FLOW-01-00000103"", ""generator_version"": ""major_project_synthetic_core_v1"", ""plan_id"": ""PLAN000103"", ""profile"": ""small_dev"", ""project_id"": ""MP000103"", ""project_name"": ""示范重大项目Y-0103"", ""stage"": ""land_plan"", ""stage_name"": ""用地计划配置"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000103"", ""zdxmbh"": ""ZDXM-000103""}"
prereview:PRE000103,PreReview,PRE000103,PreReview-PRE000103,"{""approval_date"": ""2025-03-25"", ""area_mu"": 1197.46, ""dzjgh"": ""DZJGH-02-00000103"", ""flowsn"": ""FLOW-02-00000103"", ""generator_version"": ""major_project_synthetic_core_v1"", ""pre_review_id"": ""PRE000103"", ""profile"": ""small_dev"", ""project_id"": ""MP000103"", ""project_name"": ""示范重大项目Y-0103"", ""stage"": ""pre_review"", ""stage_name"": ""建设项目用地预审"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""xs_dzjgh"": ""DZJGH-02-00000103"", ""zdxm_sec"": ""SEC-0604-00000103"", ""zdxmbh"": ""ZDXM-000103""}"
siteselection:SITE000103,SiteSelection,SITE000103,SiteSelection-SITE000103,"{""approval_date"": ""2025-04-17"", ""area_mu"": 771.91, ""dzjgh"": ""DZJGH-03-00000103"", ""flowsn"": ""FLOW-03-00000103"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000103"", ""project_name"": ""示范重大项目Y-0103"", ""site_selection_id"": ""SITE000103"", ""stage"": ""site_selection"", ""stage_name"": ""规划选址"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000103"", ""zdxmbh"": ""ZDXM-000103""}"
conversionexpropriation:CONV000103,ConversionExpropriation,CONV000103,ConversionExpropriation-CONV000103,"{""approval_date"": ""2025-05-10"", ""area_mu"": 800.09, ""conversion_id"": ""CONV000103"", ""dzjgh"": ""DZJGH-04-00000103"", ""flowsn"": ""FLOW-04-00000103"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000103"", ""project_name"": ""示范重大项目Y-0103"", ""stage"": ""conversion_expropriation"", ""stage_name"": ""农用地转用和土地征收"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000103"", ""zdxmbh"": ""ZDXM-000103""}"
approvalproject:APPR000103,ApprovalProject,APPR000103,ApprovalProject-APPR000103,"{""approval_date"": ""2025-06-02"", ""approval_project_id"": ""APPR000103"", ""area_mu"": 756.84, ""bp_guid"": ""BP-00000103"", ""dzjgh"": ""DZJGH-05-00000103"", ""flowsn"": ""FLOW-05-00000103"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000103"", ""project_name"": ""示范重大项目Y-0103"", ""stage"": ""approval_project"", ""stage_name"": ""建设用地审批项目"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000103"", ""zdxmbh"": ""ZDXM-000103""}"
approvalsupply:APPS000103,ApprovalSupply,APPS000103,ApprovalSupply-APPS000103,"{""approval_date"": ""2025-06-25"", ""approval_supply_id"": ""APPS000103"", ""area_mu"": 1117.18, ""bp_guid"": ""BP-00000103"", ""dzjgh"": ""DZJGH-06-00000103"", ""flowsn"": ""FLOW-06-00000103"", ""gd_guid"": ""GD-00000103"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000103"", ""project_name"": ""示范重大项目Y-0103"", ""stage"": ""approval_supply"", ""stage_name"": ""批供关联"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000103"", ""zdxmbh"": ""ZDXM-000103""}"
landsupply:SUP000103,LandSupply,SUP000103,LandSupply-SUP000103,"{""approval_date"": ""2025-07-18"", ""area_mu"": 1068.6, ""dzjgh"": ""DZJGH-07-00000103"", ""flowsn"": ""FLOW-07-00000103"", ""gd_guid"": ""GD-00000103"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_supply_id"": ""SUP000103"", ""profile"": ""small_dev"", ""project_id"": ""MP000103"", ""project_name"": ""示范重大项目Y-0103"", ""stage"": ""land_supply"", ""stage_name"": ""土地供应"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000103"", ""zdxmbh"": ""ZDXM-000103""}"
landusepermit:LUP000103,LandUsePermit,LUP000103,LandUsePermit-LUP000103,"{""approval_date"": ""2025-08-10"", ""area_mu"": 911.04, ""dzjgh"": ""DZJGH-08-00000103"", ""flowsn"": ""FLOW-08-00000103"", ""generator_version"": ""major_project_synthetic_core_v1"", ""land_use_permit_id"": ""LUP000103"", ""profile"": ""small_dev"", ""project_id"": ""MP000103"", ""project_name"": ""示范重大项目Y-0103"", ""stage"": ""land_use_permit"", ""stage_name"": ""建设用地规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""ygdzjgh"": ""DZJGH-08-00000103"", ""zdxm_sec"": ""SEC-0604-00000103"", ""zdxmbh"": ""ZDXM-000103""}"
constructionpermit:CP000103,ConstructionPermit,CP000103,ConstructionPermit-CP000103,"{""approval_date"": ""2025-09-02"", ""area_mu"": 1128.26, ""construction_permit_id"": ""CP000103"", ""dzjgh"": ""DZJGH-09-00000103"", ""flowsn"": ""FLOW-09-00000103"", ""generator_version"": ""major_project_synthetic_core_v1"", ""ggdzjgh"": ""DZJGH-09-00000103"", ""profile"": ""small_dev"", ""project_id"": ""MP000103"", ""project_name"": ""示范重大项目Y-0103"", ""stage"": ""construction_permit"", ""stage_name"": ""建设工程规划许可"", ""status"": ""已办结"", ""synthetic_seed"": 20260604, ""zdxm_sec"": ""SEC-0604-00000103"", ""zdxmbh"": ""ZDXM-000103""}"
verification:VER000103,Verification,VER000103,Verification-VER000103,"{""approval_date"": ""2025-09-25"", ""area_mu"": 1043.44, ""dzjgh"": ""DZJGH-10-00000103"", ""flowsn"": ""FLOW-10-00000103"", ""generator_version"": ""major_project_synthetic_core_v1"", ""profile"": ""small_dev"", ""project_id"": ""MP000103"", ""project_name"": ""示范重大项目Y-0103"", ""stage"": ""verification"", ""stage_name"": ""规划核实"", ""status"": ""待整改"", ""synthetic_seed"": 20260604, ""verification_id"": ""VER000103"", ""verification_no"": ""VER-NO-00000103"", ""zdxm_sec"": ""SEC-0604-00000103"", ""zdxmbh"": ""ZDXM-000103""}"
parcel:PARCEL000103,Parcel,PARCEL000103,Parcel-PARCEL000103,"{""area_mu"": 614.09, ""generator_version"": ""major_project_synthetic_core_v1"", ""geom_wkt"": ""POLYGON((118.060000 31.460000, 118.068000 31.460000, 118.068000 31.468000, 118.060000 31.468000, 118.060000 31.460000))"", ""land_use_type"": ""未利用地"", ""parcel_id"": ""PARCEL000103"", ""profile"": ""small_dev"", ""project_id"": ""MP000103"", ""synthetic_seed"": 20260604}"
