edge_id,source_node_id,target_node_id,edge_type,confidence,match_method,evidence
edge:00002128:NEXT_STAGE,conversionexpropriation:CONV000106,approvalproject:APPR000106,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00002129:HAS_APPROVAL_SUPPLY,project:MP000106,approvalsupply:APPS000106,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00002130:NEXT_STAGE,approvalproject:APPR000106,approvalsupply:APPS000106,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00002131:HAS_LAND_SUPPLY,project:MP000106,landsupply:SUP000106,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00002132:NEXT_STAGE,approvalsupply:APPS000106,landsupply:SUP000106,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00002133:HAS_LAND_USE_PERMIT,project:MP000106,landusepermit:LUP000106,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00002134:NEXT_STAGE,landsupply:SUP000106,landusepermit:LUP000106,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00002135:HAS_CONSTRUCTION_PERMIT,project:MP000106,constructionpermit:CP000106,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00002136:NEXT_STAGE,landusepermit:LUP000106,constructionpermit:CP000106,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00002137:HAS_VERIFICATION,project:MP000106,verification:VER000106,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00002138:NEXT_STAGE,constructionpermit:CP000106,verification:VER000106,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00002139:OCCUPIES_PARCEL,project:MP000106,parcel:PARCEL000106,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00002140:HAS_LAND_PLAN,project:MP000107,landplan:PLAN000107,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00002141:HAS_PRE_REVIEW,project:MP000107,prereview:PRE000107,HAS_PRE_REVIEW,0.98,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""pre_review""}"
edge:00002142:NEXT_STAGE,landplan:PLAN000107,prereview:PRE000107,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 1, ""to_stage_order"": 2}"
edge:00002143:HAS_SITE_SELECTION,project:MP000107,siteselection:SITE000107,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00002144:NEXT_STAGE,prereview:PRE000107,siteselection:SITE000107,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00002145:HAS_CONVERSION,project:MP000107,conversionexpropriation:CONV000107,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00002146:NEXT_STAGE,siteselection:SITE000107,conversionexpropriation:CONV000107,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00002147:HAS_APPROVAL_PROJECT,project:MP000107,approvalproject:APPR000107,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00002148:NEXT_STAGE,conversionexpropriation:CONV000107,approvalproject:APPR000107,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00002149:HAS_APPROVAL_SUPPLY,project:MP000107,approvalsupply:APPS000107,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00002150:NEXT_STAGE,approvalproject:APPR000107,approvalsupply:APPS000107,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00002151:HAS_LAND_SUPPLY,project:MP000107,landsupply:SUP000107,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00002152:NEXT_STAGE,approvalsupply:APPS000107,landsupply:SUP000107,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00002153:HAS_LAND_USE_PERMIT,project:MP000107,landusepermit:LUP000107,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00002154:NEXT_STAGE,landsupply:SUP000107,landusepermit:LUP000107,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00002155:HAS_CONSTRUCTION_PERMIT,project:MP000107,constructionpermit:CP000107,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00002156:NEXT_STAGE,landusepermit:LUP000107,constructionpermit:CP000107,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00002157:HAS_VERIFICATION,project:MP000107,verification:VER000107,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00002158:NEXT_STAGE,constructionpermit:CP000107,verification:VER000107,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00002159:OCCUPIES_PARCEL,project:MP000107,parcel:PARCEL000107,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00002160:HAS_LAND_PLAN,project:MP000108,landplan:PLAN000108,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00002161:HAS_PRE_REVIEW,project:MP000108,prereview:PRE000108,HAS_PRE_REVIEW,0.98,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""pre_review""}"
edge:00002162:NEXT_STAGE,landplan:PLAN000108,prereview:PRE000108,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 1, ""to_stage_order"": 2}"
edge:00002163:HAS_SITE_SELECTION,project:MP000108,siteselection:SITE000108,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00002164:NEXT_STAGE,prereview:PRE000108,siteselection:SITE000108,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00002165:HAS_CONVERSION,project:MP000108,conversionexpropriation:CONV000108,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00002166:NEXT_STAGE,siteselection:SITE000108,conversionexpropriation:CONV000108,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00002167:HAS_APPROVAL_PROJECT,project:MP000108,approvalproject:APPR000108,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00002168:NEXT_STAGE,conversionexpropriation:CONV000108,approvalproject:APPR000108,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00002169:HAS_APPROVAL_SUPPLY,project:MP000108,approvalsupply:APPS000108,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00002170:NEXT_STAGE,approvalproject:APPR000108,approvalsupply:APPS000108,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00002171:HAS_LAND_SUPPLY,project:MP000108,landsupply:SUP000108,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00002172:NEXT_STAGE,approvalsupply:APPS000108,landsupply:SUP000108,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00002173:HAS_LAND_USE_PERMIT,project:MP000108,landusepermit:LUP000108,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00002174:NEXT_STAGE,landsupply:SUP000108,landusepermit:LUP000108,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00002175:HAS_CONSTRUCTION_PERMIT,project:MP000108,constructionpermit:CP000108,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00002176:NEXT_STAGE,landusepermit:LUP000108,constructionpermit:CP000108,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00002177:HAS_VERIFICATION,project:MP000108,verification:VER000108,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00002178:NEXT_STAGE,constructionpermit:CP000108,verification:VER000108,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00002179:HAS_RISK,project:MP000108,risk:MP000108:overdue_approval,HAS_RISK,0.88,rule,"{""rule"": ""idx % 9 == 0"", ""source"": ""synthetic_rule""}"
edge:00002180:OCCUPIES_PARCEL,project:MP000108,parcel:PARCEL000108,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00002181:HAS_LAND_PLAN,project:MP000109,landplan:PLAN000109,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00002182:HAS_PRE_REVIEW,project:MP000109,prereview:PRE000109,HAS_PRE_REVIEW,0.98,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""pre_review""}"
edge:00002183:NEXT_STAGE,landplan:PLAN000109,prereview:PRE000109,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 1, ""to_stage_order"": 2}"
edge:00002184:HAS_SITE_SELECTION,project:MP000109,siteselection:SITE000109,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00002185:NEXT_STAGE,prereview:PRE000109,siteselection:SITE000109,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00002186:HAS_CONVERSION,project:MP000109,conversionexpropriation:CONV000109,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00002187:NEXT_STAGE,siteselection:SITE000109,conversionexpropriation:CONV000109,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00002188:HAS_APPROVAL_PROJECT,project:MP000109,approvalproject:APPR000109,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00002189:NEXT_STAGE,conversionexpropriation:CONV000109,approvalproject:APPR000109,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00002190:HAS_APPROVAL_SUPPLY,project:MP000109,approvalsupply:APPS000109,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00002191:NEXT_STAGE,approvalproject:APPR000109,approvalsupply:APPS000109,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00002192:HAS_LAND_SUPPLY,project:MP000109,landsupply:SUP000109,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00002193:NEXT_STAGE,approvalsupply:APPS000109,landsupply:SUP000109,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00002194:HAS_LAND_USE_PERMIT,project:MP000109,landusepermit:LUP000109,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00002195:NEXT_STAGE,landsupply:SUP000109,landusepermit:LUP000109,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00002196:HAS_CONSTRUCTION_PERMIT,project:MP000109,constructionpermit:CP000109,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00002197:NEXT_STAGE,landusepermit:LUP000109,constructionpermit:CP000109,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00002198:HAS_VERIFICATION,project:MP000109,verification:VER000109,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00002199:NEXT_STAGE,constructionpermit:CP000109,verification:VER000109,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00002200:OCCUPIES_PARCEL,project:MP000109,parcel:PARCEL000109,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00002201:HAS_LAND_PLAN,project:MP000110,landplan:PLAN000110,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00002202:HAS_PRE_REVIEW,project:MP000110,prereview:PRE000110,HAS_PRE_REVIEW,0.98,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""pre_review""}"
edge:00002203:NEXT_STAGE,landplan:PLAN000110,prereview:PRE000110,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 1, ""to_stage_order"": 2}"
edge:00002204:HAS_SITE_SELECTION,project:MP000110,siteselection:SITE000110,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00002205:NEXT_STAGE,prereview:PRE000110,siteselection:SITE000110,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00002206:HAS_CONVERSION,project:MP000110,conversionexpropriation:CONV000110,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00002207:NEXT_STAGE,siteselection:SITE000110,conversionexpropriation:CONV000110,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00002208:HAS_APPROVAL_PROJECT,project:MP000110,approvalproject:APPR000110,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00002209:NEXT_STAGE,conversionexpropriation:CONV000110,approvalproject:APPR000110,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00002210:HAS_APPROVAL_SUPPLY,project:MP000110,approvalsupply:APPS000110,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00002211:NEXT_STAGE,approvalproject:APPR000110,approvalsupply:APPS000110,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00002212:HAS_LAND_SUPPLY,project:MP000110,landsupply:SUP000110,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00002213:NEXT_STAGE,approvalsupply:APPS000110,landsupply:SUP000110,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00002214:HAS_LAND_USE_PERMIT,project:MP000110,landusepermit:LUP000110,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00002215:NEXT_STAGE,landsupply:SUP000110,landusepermit:LUP000110,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00002216:HAS_CONSTRUCTION_PERMIT,project:MP000110,constructionpermit:CP000110,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00002217:NEXT_STAGE,landusepermit:LUP000110,constructionpermit:CP000110,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00002218:HAS_VERIFICATION,project:MP000110,verification:VER000110,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00002219:NEXT_STAGE,constructionpermit:CP000110,verification:VER000110,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00002220:OCCUPIES_PARCEL,project:MP000110,parcel:PARCEL000110,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00002221:FUZZY_PROJECT_PARCEL_MATCH,project:MP000110,parcel:PARCEL000110,FUZZY_PROJECT_PARCEL_MATCH,0.81,fuzzy_name,"{""case_idx"": 110, ""matched_name"": ""示范重大项目F0110"", ""source_name"": ""示范重大项目F-0110""}"
edge:00002222:HAS_LAND_PLAN,project:MP000111,landplan:PLAN000111,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00002223:HAS_PRE_REVIEW,project:MP000111,prereview:PRE000111,HAS_PRE_REVIEW,0.98,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""pre_review""}"
edge:00002224:NEXT_STAGE,landplan:PLAN000111,prereview:PRE000111,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 1, ""to_stage_order"": 2}"
edge:00002225:HAS_SITE_SELECTION,project:MP000111,siteselection:SITE000111,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00002226:NEXT_STAGE,prereview:PRE000111,siteselection:SITE000111,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00002227:HAS_CONVERSION,project:MP000111,conversionexpropriation:CONV000111,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00002228:NEXT_STAGE,siteselection:SITE000111,conversionexpropriation:CONV000111,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00002229:HAS_APPROVAL_PROJECT,project:MP000111,approvalproject:APPR000111,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00002230:NEXT_STAGE,conversionexpropriation:CONV000111,approvalproject:APPR000111,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00002231:HAS_APPROVAL_SUPPLY,project:MP000111,approvalsupply:APPS000111,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00002232:NEXT_STAGE,approvalproject:APPR000111,approvalsupply:APPS000111,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00002233:HAS_LAND_SUPPLY,project:MP000111,landsupply:SUP000111,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00002234:NEXT_STAGE,approvalsupply:APPS000111,landsupply:SUP000111,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00002235:HAS_LAND_USE_PERMIT,project:MP000111,landusepermit:LUP000111,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00002236:NEXT_STAGE,landsupply:SUP000111,landusepermit:LUP000111,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00002237:HAS_CONSTRUCTION_PERMIT,project:MP000111,constructionpermit:CP000111,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00002238:NEXT_STAGE,landusepermit:LUP000111,constructionpermit:CP000111,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00002239:HAS_VERIFICATION,project:MP000111,verification:VER000111,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00002240:NEXT_STAGE,constructionpermit:CP000111,verification:VER000111,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00002241:OCCUPIES_PARCEL,project:MP000111,parcel:PARCEL000111,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00002242:HAS_LAND_PLAN,project:MP000112,landplan:PLAN000112,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00002243:MISSING_STAGE,project:MP000112,stage:MP000112:pre_review:missing,MISSING_STAGE,1.0,rule,"{""missing_stage"": ""pre_review"", ""rule"": ""idx % 7 == 0""}"
edge:00002244:HAS_SITE_SELECTION,project:MP000112,siteselection:SITE000112,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00002245:NEXT_STAGE,stage:MP000112:pre_review:missing,siteselection:SITE000112,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00002246:HAS_CONVERSION,project:MP000112,conversionexpropriation:CONV000112,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00002247:NEXT_STAGE,siteselection:SITE000112,conversionexpropriation:CONV000112,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00002248:HAS_APPROVAL_PROJECT,project:MP000112,approvalproject:APPR000112,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00002249:NEXT_STAGE,conversionexpropriation:CONV000112,approvalproject:APPR000112,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00002250:HAS_APPROVAL_SUPPLY,project:MP000112,approvalsupply:APPS000112,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
edge:00002251:NEXT_STAGE,approvalproject:APPR000112,approvalsupply:APPS000112,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 5, ""to_stage_order"": 6}"
edge:00002252:HAS_LAND_SUPPLY,project:MP000112,landsupply:SUP000112,HAS_LAND_SUPPLY,0.955,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_supply""}"
edge:00002253:NEXT_STAGE,approvalsupply:APPS000112,landsupply:SUP000112,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 6, ""to_stage_order"": 7}"
edge:00002254:HAS_LAND_USE_PERMIT,project:MP000112,landusepermit:LUP000112,HAS_LAND_USE_PERMIT,0.95,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_use_permit""}"
edge:00002255:NEXT_STAGE,landsupply:SUP000112,landusepermit:LUP000112,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 7, ""to_stage_order"": 8}"
edge:00002256:HAS_CONSTRUCTION_PERMIT,project:MP000112,constructionpermit:CP000112,HAS_CONSTRUCTION_PERMIT,0.945,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""construction_permit""}"
edge:00002257:NEXT_STAGE,landusepermit:LUP000112,constructionpermit:CP000112,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 8, ""to_stage_order"": 9}"
edge:00002258:HAS_VERIFICATION,project:MP000112,verification:VER000112,HAS_VERIFICATION,0.94,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""verification""}"
edge:00002259:NEXT_STAGE,constructionpermit:CP000112,verification:VER000112,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 9, ""to_stage_order"": 10}"
edge:00002260:OCCUPIES_PARCEL,project:MP000112,parcel:PARCEL000112,OCCUPIES_PARCEL,0.99,exact_key,"{""matched_fields"": [""project_id""], ""source"": ""synthetic_project_parcel""}"
edge:00002261:SPATIALLY_OVERLAPS,project:MP000112,parcel:PARCEL000112,SPATIALLY_OVERLAPS,0.72,spatial_overlay,"{""geometry_source"": ""synthetic_demo_extent"", ""overlap_ratio"": 0.45}"
edge:00002262:HAS_LAND_PLAN,project:MP000113,landplan:PLAN000113,HAS_LAND_PLAN,0.985,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""land_plan""}"
edge:00002263:HAS_PRE_REVIEW,project:MP000113,prereview:PRE000113,HAS_PRE_REVIEW,0.98,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""pre_review""}"
edge:00002264:NEXT_STAGE,landplan:PLAN000113,prereview:PRE000113,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 1, ""to_stage_order"": 2}"
edge:00002265:HAS_SITE_SELECTION,project:MP000113,siteselection:SITE000113,HAS_SITE_SELECTION,0.975,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""site_selection""}"
edge:00002266:NEXT_STAGE,prereview:PRE000113,siteselection:SITE000113,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 2, ""to_stage_order"": 3}"
edge:00002267:HAS_CONVERSION,project:MP000113,conversionexpropriation:CONV000113,HAS_CONVERSION,0.97,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""conversion_expropriation""}"
edge:00002268:NEXT_STAGE,siteselection:SITE000113,conversionexpropriation:CONV000113,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 3, ""to_stage_order"": 4}"
edge:00002269:HAS_APPROVAL_PROJECT,project:MP000113,approvalproject:APPR000113,HAS_APPROVAL_PROJECT,0.965,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_project""}"
edge:00002270:NEXT_STAGE,conversionexpropriation:CONV000113,approvalproject:APPR000113,NEXT_STAGE,0.97,workflow_order,"{""from_stage_order"": 4, ""to_stage_order"": 5}"
edge:00002271:HAS_APPROVAL_SUPPLY,project:MP000113,approvalsupply:APPS000113,HAS_APPROVAL_SUPPLY,0.96,exact_key,"{""source"": ""synthetic_lifecycle"", ""stage"": ""approval_supply""}"
